X1_cat;X2_cat;X3_cat;X4_cat;X6_cat;X5;X7;Y
bin_1;bin_1;bin_9;bin_4;bin_5;LECLERC;No_Feat;No_Displ
bin_2;bin_5;bin_18;bin_9;bin_8;CARREFOUR;No_Feat;No_Displ
bin_1;bin_2;bin_18;bin_1;bin_5;AUCHAN;No_Feat;No_Displ
bin_1;bin_2;bin_14;bin_9;bin_6;CORA;No_Feat;No_Displ
bin_0;bin_0;bin_5;bin_2;bin_1;LECLERC;No_Feat;No_Displ
bin_1;bin_2;bin_16;bin_6;bin_6;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_0;bin_13;bin_3;bin_1;LECLERC;No_Feat;No_Displ
bin_1;bin_2;bin_4;bin_4;bin_5;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_14;bin_4;bin_5;LECLERC;No_Feat;No_Displ
bin_4;bin_2;bin_16;bin_2;bin_8;CORA;No_Feat;No_Displ
bin_0;bin_0;bin_1;bin_5;bin_1;GEANT;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_3;bin_1;MATCH;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_6;bin_4;CASINO;Feat;No_Displ
bin_0;bin_1;bin_13;bin_6;bin_1;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_0;SUPER U;No_Feat;No_Displ
bin_4;bin_1;bin_18;bin_0;bin_1;AUCHAN;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_6;bin_1;MONOPRIX;No_Feat;No_Displ
bin_0;bin_0;bin_7;bin_9;bin_1;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_3;bin_5;MONOPRIX;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_1;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_1;bin_2;bin_18;bin_7;bin_6;CARREFOUR;No_Feat;No_Displ
bin_0;bin_2;bin_13;bin_14;bin_6;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_13;bin_1;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_14;bin_6;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_1;bin_1;LECLERC;No_Feat;No_Displ
bin_2;bin_2;bin_4;bin_9;bin_8;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_12;bin_2;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_2;bin_13;bin_14;bin_6;CORA;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_2;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_2;bin_4;bin_15;bin_14;bin_8;CARREFOUR;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_1;bin_1;SUPER U;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_1;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_4;bin_5;bin_13;bin_5;bin_8;LECLERC;Feat;No_Displ
bin_5;bin_5;bin_13;bin_3;bin_10;LECLERC;Feat;No_Displ
bin_1;bin_2;bin_18;bin_6;bin_6;AUCHAN;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_4;bin_1;SIMPLY MARKET;Feat;No_Displ
bin_0;bin_2;bin_0;bin_9;bin_5;SUPER U;No_Feat;No_Displ
bin_0;bin_1;bin_16;bin_14;bin_6;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_5;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_1;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_1;SIMPLY MARKET;No_Feat;No_Displ
bin_1;bin_2;bin_4;bin_3;bin_6;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_16;bin_6;bin_4;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_14;bin_1;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_14;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_1;bin_2;bin_0;bin_9;bin_6;MONOPRIX;No_Feat;No_Displ
bin_2;bin_1;bin_13;bin_0;bin_0;AUCHAN;No_Feat;No_Displ
bin_3;bin_4;bin_18;bin_9;bin_9;CORA;No_Feat;No_Displ
bin_0;bin_2;bin_0;bin_1;bin_5;CASINO;No_Feat;No_Displ
bin_4;bin_4;bin_13;bin_6;bin_9;CARREFOUR;No_Feat;No_Displ
bin_1;bin_4;bin_18;bin_11;bin_8;CARREFOUR;Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_5;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_1;bin_1;bin_1;SUPER U;No_Feat;No_Displ
bin_1;bin_2;bin_0;bin_2;bin_6;SIMPLY MARKET;No_Feat;No_Displ
bin_1;bin_2;bin_18;bin_2;bin_6;CARREFOUR;No_Feat;No_Displ
bin_0;bin_2;bin_9;bin_15;bin_5;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_18;bin_2;bin_1;CARREFOUR;No_Feat;No_Displ
bin_0;bin_0;bin_4;bin_9;bin_1;LECLERC;No_Feat;No_Displ
bin_4;bin_4;bin_18;bin_4;bin_8;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_1;SIMPLY MARKET;Feat;No_Displ
bin_6;bin_6;bin_13;bin_9;bin_12;CARREFOUR;Feat;No_Displ
bin_1;bin_2;bin_0;bin_9;bin_6;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_0;bin_0;MATCH;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_3;bin_2;bin_0;bin_7;bin_8;MONOPRIX;Feat;No_Displ
bin_0;bin_0;bin_0;bin_2;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_5;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_7;bin_4;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_9;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_1;bin_1;LECLERC;No_Feat;No_Displ
bin_2;bin_2;bin_7;bin_9;bin_6;LECLERC;No_Feat;No_Displ
bin_0;bin_2;bin_14;bin_6;bin_5;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_2;bin_1;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_2;bin_18;bin_14;bin_6;CARREFOUR;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_2;bin_1;CASINO;No_Feat;No_Displ
bin_2;bin_2;bin_13;bin_2;bin_6;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_17;bin_6;CARREFOUR MARKET;No_Feat;No_Displ
bin_4;bin_6;bin_18;bin_6;bin_9;AUCHAN;No_Feat;No_Displ
bin_2;bin_2;bin_13;bin_4;bin_6;AUCHAN;No_Feat;No_Displ
bin_0;bin_0;bin_6;bin_0;bin_0;CASINO;No_Feat;No_Displ
bin_2;bin_2;bin_0;bin_2;bin_6;LECLERC;No_Feat;No_Displ
bin_4;bin_6;bin_18;bin_16;bin_11;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_4;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_15;bin_2;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_2;bin_0;bin_12;bin_6;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_1;bin_4;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_13;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_9;bin_1;bin_1;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_4;bin_2;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_7;bin_4;LECLERC;No_Feat;No_Displ
bin_0;bin_2;bin_13;bin_6;bin_5;AUCHAN;No_Feat;No_Displ
bin_4;bin_4;bin_14;bin_9;bin_9;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_9;bin_5;AUCHAN;No_Feat;No_Displ
bin_0;bin_0;bin_1;bin_0;bin_0;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_16;bin_4;bin_5;CORA;No_Feat;No_Displ
bin_0;bin_0;bin_1;bin_3;bin_1;GEANT;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_4;bin_2;MONOPRIX;No_Feat;No_Displ
bin_1;bin_3;bin_18;bin_9;bin_6;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_7;bin_1;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_1;bin_4;LECLERC;No_Feat;No_Displ
bin_1;bin_2;bin_2;bin_4;bin_6;SIMPLY MARKET;No_Feat;No_Displ
bin_1;bin_4;bin_16;bin_14;bin_8;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_16;bin_7;bin_4;CARREFOUR;No_Feat;No_Displ
bin_3;bin_4;bin_16;bin_17;bin_10;AUCHAN;Feat;No_Displ
bin_0;bin_0;bin_0;bin_2;bin_1;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_11;bin_1;CORA;No_Feat;No_Displ
bin_1;bin_1;bin_1;bin_0;bin_0;CASINO;No_Feat;No_Displ
bin_0;bin_2;bin_18;bin_7;bin_5;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_5;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_3;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_4;bin_7;bin_4;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_6;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_3;bin_1;bin_15;bin_14;bin_9;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_11;bin_9;bin_5;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_9;bin_5;bin_3;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_4;bin_5;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_2;bin_1;CASINO;No_Feat;No_Displ
bin_5;bin_4;bin_18;bin_2;bin_10;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_4;bin_2;CASINO;No_Feat;No_Displ
bin_0;bin_0;bin_9;bin_5;bin_1;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_9;bin_1;bin_1;LECLERC;No_Feat;No_Displ
bin_3;bin_2;bin_18;bin_2;bin_6;CARREFOUR;No_Feat;No_Displ
bin_0;bin_2;bin_9;bin_9;bin_6;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_4;bin_2;CASINO;No_Feat;No_Displ
bin_1;bin_1;bin_11;bin_4;bin_5;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_11;bin_9;bin_4;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_6;bin_4;CORA;No_Feat;No_Displ
bin_0;bin_2;bin_11;bin_9;bin_6;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_9;bin_5;CORA;No_Feat;No_Displ
bin_3;bin_3;bin_18;bin_2;bin_8;CARREFOUR;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_3;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_3;bin_1;bin_13;bin_8;bin_8;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_2;bin_5;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_4;bin_2;bin_1;LECLERC;No_Feat;No_Displ
bin_1;bin_3;bin_18;bin_14;bin_7;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_18;bin_5;bin_1;CARREFOUR;No_Feat;No_Displ
bin_4;bin_4;bin_15;bin_2;bin_9;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_2;bin_5;MATCH;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_14;bin_5;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_6;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_1;bin_1;bin_18;bin_0;bin_0;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_4;CARREFOUR MARKET;Feat;No_Displ
bin_0;bin_1;bin_18;bin_12;bin_5;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_3;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_2;bin_1;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_1;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_9;bin_1;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_2;bin_13;bin_6;bin_5;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_5;CASINO;No_Feat;No_Displ
bin_1;bin_2;bin_13;bin_1;bin_5;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_11;bin_1;bin_1;LECLERC;No_Feat;No_Displ
bin_1;bin_2;bin_18;bin_11;bin_6;CORA;No_Feat;No_Displ
bin_2;bin_3;bin_15;bin_9;bin_8;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_16;bin_6;bin_5;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_5;SUPER U;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_4;bin_5;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_5;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_2;bin_9;bin_14;bin_6;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_6;bin_4;CARREFOUR MARKET;No_Feat;No_Displ
bin_1;bin_2;bin_14;bin_2;bin_6;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_6;bin_5;SIMPLY MARKET;No_Feat;No_Displ
bin_1;bin_2;bin_18;bin_9;bin_6;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_1;MARCHE U;No_Feat;No_Displ
bin_0;bin_2;bin_18;bin_12;bin_6;CARREFOUR;No_Feat;No_Displ
bin_1;bin_1;bin_18;bin_1;bin_5;CARREFOUR;No_Feat;No_Displ
bin_0;bin_2;bin_1;bin_9;bin_6;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_0;bin_1;AUCHAN;No_Feat;No_Displ
bin_4;bin_1;bin_13;bin_0;bin_1;LECLERC;No_Feat;No_Displ
bin_3;bin_3;bin_9;bin_15;bin_9;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_2;bin_1;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_14;bin_2;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_9;bin_5;CARREFOUR;No_Feat;No_Displ
bin_0;bin_0;bin_18;bin_4;bin_1;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_14;bin_2;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_6;bin_4;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_1;bin_1;CARREFOUR;No_Feat;No_Displ
bin_4;bin_6;bin_16;bin_17;bin_11;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_12;bin_5;CARREFOUR MARKET;Feat;No_Displ
bin_0;bin_1;bin_0;bin_14;bin_1;SUPER U;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_3;bin_1;MONOPRIX;No_Feat;No_Displ
bin_0;bin_0;bin_18;bin_5;bin_1;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_2;bin_1;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_4;bin_5;SUPER U;No_Feat;No_Displ
bin_1;bin_3;bin_0;bin_6;bin_6;MONOPRIX;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_4;bin_5;CARREFOUR;No_Feat;No_Displ
bin_1;bin_1;bin_0;bin_13;bin_6;SUPER U;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_6;bin_5;AUCHAN;No_Feat;No_Displ
bin_1;bin_1;bin_0;bin_2;bin_5;LECLERC;Feat;No_Displ
bin_0;bin_1;bin_17;bin_5;bin_1;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_7;bin_1;FRANPRIX;No_Feat;No_Displ
bin_0;bin_0;bin_18;bin_2;bin_1;CARREFOUR;No_Feat;No_Displ
bin_1;bin_2;bin_13;bin_9;bin_6;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_6;bin_1;SUPER U;No_Feat;No_Displ
bin_0;bin_1;bin_4;bin_9;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_9;bin_5;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_11;bin_5;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_4;MONOPRIX;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_7;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_5;bin_3;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_11;bin_1;CARREFOUR;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_2;bin_1;SUPER U;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_9;bin_5;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_4;bin_9;bin_5;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_2;bin_11;bin_9;bin_6;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_2;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_13;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_13;bin_1;CARREFOUR;No_Feat;No_Displ
bin_0;bin_0;bin_17;bin_1;bin_0;LECLERC;No_Feat;No_Displ
bin_1;bin_2;bin_0;bin_9;bin_6;MATCH;No_Feat;No_Displ
bin_0;bin_0;bin_15;bin_4;bin_1;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_6;bin_1;bin_1;CASINO;No_Feat;No_Displ
bin_1;bin_2;bin_0;bin_9;bin_6;INTERMARCHE;No_Feat;No_Displ
bin_1;bin_2;bin_0;bin_9;bin_6;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_11;bin_1;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_2;bin_5;CASINO;No_Feat;No_Displ
bin_2;bin_3;bin_0;bin_9;bin_8;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_4;bin_2;bin_5;HYPER U;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_1;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_2;bin_1;bin_0;bin_0;bin_4;MONOPRIX;No_Feat;No_Displ
bin_1;bin_1;bin_18;bin_2;bin_6;CORA;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_9;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_0;bin_18;bin_6;bin_1;AUCHAN;No_Feat;No_Displ
bin_1;bin_1;bin_18;bin_1;bin_5;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_2;bin_5;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_12;bin_9;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_2;bin_0;bin_9;bin_6;SUPER U;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_4;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_0;bin_4;bin_7;bin_1;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_2;bin_5;SUPER U;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_1;bin_1;CORA;No_Feat;No_Displ
bin_0;bin_2;bin_18;bin_11;bin_5;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_6;bin_1;AUCHAN;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_5;bin_1;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_2;bin_1;SUPER U;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_6;bin_1;LECLERC;No_Feat;No_Displ
bin_1;bin_1;bin_0;bin_8;bin_6;CASINO;No_Feat;No_Displ
bin_1;bin_2;bin_18;bin_2;bin_5;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_4;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_5;bin_11;bin_5;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_13;bin_9;bin_1;LECLERC;No_Feat;No_Displ
bin_1;bin_1;bin_13;bin_3;bin_6;CARREFOUR;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_0;bin_0;SIMPLY MARKET;No_Feat;No_Displ
bin_4;bin_2;bin_0;bin_0;bin_1;SIMPLY MARKET;No_Feat;No_Displ
bin_2;bin_3;bin_13;bin_1;bin_6;AUCHAN;No_Feat;No_Displ
bin_0;bin_2;bin_13;bin_7;bin_5;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_2;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_1;bin_2;bin_11;bin_14;bin_6;CORA;No_Feat;No_Displ
bin_0;bin_0;bin_13;bin_1;bin_1;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_14;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_5;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_15;bin_3;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_3;bin_5;CASINO;No_Feat;No_Displ
bin_0;bin_2;bin_0;bin_17;bin_6;CARREFOUR MARKET;Feat;No_Displ
bin_0;bin_1;bin_0;bin_7;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_4;bin_6;bin_18;bin_17;bin_11;CARREFOUR;Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_5;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_2;bin_11;bin_14;bin_6;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_11;bin_5;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_6;bin_5;CARREFOUR;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_9;bin_5;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_9;bin_9;bin_5;CORA;No_Feat;No_Displ
bin_1;bin_2;bin_14;bin_14;bin_8;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_9;bin_5;CARREFOUR;Feat;No_Displ
bin_3;bin_3;bin_18;bin_9;bin_8;CARREFOUR;No_Feat;No_Displ
bin_1;bin_2;bin_18;bin_9;bin_6;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_18;bin_1;bin_1;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_5;bin_3;MATCH;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_5;LECLERC;No_Feat;No_Displ
bin_1;bin_2;bin_18;bin_2;bin_5;CARREFOUR;No_Feat;No_Displ
bin_0;bin_2;bin_18;bin_15;bin_5;CORA;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_1;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_2;bin_1;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_7;bin_6;bin_4;GEANT;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_2;bin_1;CARREFOUR;No_Feat;No_Displ
bin_5;bin_5;bin_18;bin_9;bin_11;CARREFOUR;No_Feat;No_Displ
bin_1;bin_3;bin_13;bin_9;bin_6;CARREFOUR;No_Feat;No_Displ
bin_4;bin_3;bin_15;bin_9;bin_9;AUCHAN;No_Feat;No_Displ
bin_0;bin_0;bin_13;bin_1;bin_1;CARREFOUR;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_4;bin_1;MARCHE U;No_Feat;No_Displ
bin_0;bin_1;bin_16;bin_1;bin_1;CARREFOUR;No_Feat;No_Displ
bin_1;bin_1;bin_18;bin_0;bin_0;AUCHAN;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_2;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_2;bin_5;SUPER U;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_2;bin_1;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_6;bin_1;SUPER U;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_9;bin_5;CASINO;No_Feat;No_Displ
bin_0;bin_0;bin_18;bin_5;bin_1;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_4;bin_15;bin_3;LECLERC;No_Feat;No_Displ
bin_0;bin_2;bin_0;bin_9;bin_6;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_9;bin_1;CORA;No_Feat;No_Displ
bin_0;bin_1;bin_12;bin_9;bin_5;CASINO;No_Feat;No_Displ
bin_0;bin_1;bin_16;bin_6;bin_4;CARREFOUR;No_Feat;No_Displ
bin_0;bin_2;bin_4;bin_9;bin_5;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_13;bin_1;bin_4;LECLERC;No_Feat;No_Displ
bin_0;bin_0;bin_4;bin_2;bin_1;HYPER U;No_Feat;No_Displ
bin_0;bin_0;bin_13;bin_1;bin_1;CARREFOUR;No_Feat;No_Displ
bin_0;bin_2;bin_18;bin_9;bin_5;CORA;No_Feat;No_Displ
bin_1;bin_2;bin_15;bin_13;bin_6;AUCHAN;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_1;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_5;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_15;bin_4;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_6;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_0;bin_3;bin_0;bin_11;bin_6;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_14;bin_5;SIMPLY MARKET;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_1;bin_4;INTERMARCHE;No_Feat;No_Displ
bin_0;bin_0;bin_0;bin_1;bin_1;LECLERC;No_Feat;No_Displ
bin_0;bin_1;bin_0;bin_2;bin_1;CARREFOUR MARKET;No_Feat;No_Displ
bin_4;bin_2;bin_18;bin_0;bin_1;AUCHAN;No_Feat;No_Displ
bin_0;bin_2;bin_0;bin_9;bin_6;CARREFOUR MARKET;No_Feat;No_Displ
